13,3,9,127,180,85,0,0
36,3,9,127,180,113,0,0
36,3,9,127,181,82,0,0
36,3,9,127,183,95,0,0
14,3,9,126,87,82,0,0
,181,81,0,0
13,3,9,127,180,85,0,0
36,3,9,127,180,113,0,0
36,3,9,127,181,82,0,0
36,3,9,127,183,95,0,0
14,3,9,126,87,82,0,0
14,3,9,127,183,83,0,0
14,3,9,127,180,84,0,0
36,3,9,127,181,53,0,0
36,3,9,126,181,83,0,0
14,3,9,127,182,81,0,0
14,3,9,127,181,95,0,0
36,3,9,126,182,83,0,0
14,3,9,126,182,82,0,0
36,3,9,127,181,84,0,0
13,3,9,126,34,97,0,0
37,3,9,126,183,112,0,0
36,3,9,126,184,65,0,0
36,3,9,127,184,85,0,0
14,3,9,127,183,82,0,0
12,3,9,127,185,82,0,0
13,3,9,127,182,85,0,0
37,3,9,126,184,115,0,0
13,3,9,127,180,112,0,0
14,3,9,127,183,112,0,0
37,3,9,127,182,84,0,0
13,3,9,126,182,84,0,0
37,3,9,126,182,112,0,0
13,3,9,126,185,106,0,0
13,3,9,128,181,104,0,0
13,3,9,126,183,112,0,0
36,3,9,126,181,83,0,0
14,3,9,126,94,82,0,0
36,3,9,126,181,85,0,0
36,3,9,126,181,83,0,0
14,3,9,126,182,64,0,0
13,3,9,126,181,65,0,0
13,3,9,127,181,64,0,0
36,3,9,127,182,85,0,0
36,3,9,126,182,84,0,0
36,3,9,126,182,63,0,0
37,3,9,126,183,84,0,0
37,3,9,127,182,113,0,0
36,3,9,127,183,75,0,0
36,3,9,126,183,82,0,0
37,3,9,126,184,83,0,0
14,3,9,127,182,96,0,0
13,3,9,127,183,82,0,0
13,3,9,127,183,63,0,0
36,3,9,126,182,83,0,0
36,3,9,126,183,85,0,0
12,3,9,127,183,113,0,0
14,3,9,126,184,82,0,0
36,3,9,127,182,66,0,0
14,3,9,127,184,83,0,0
13,3,9,127,184,85,0,0
36,3,9,127,186,85,0,0
36,3,9,126,185,83,0,0
36,3,9,127,185,106,0,0
13,3,9,127,184,82,0,0
36,3,9,126,182,102,0,0
13,3,9,127,182,83,0,0
14,3,9,126,182,84,0,0
37,3,9,127,182,83,0,0
36,3,9,126,182,84,0,0
36,3,9,126,182,68,0,0
36,3,9,126,181,84,0,0
13,3,9,127,182,64,0,0
13,3,9,126,182,84,0,0
36,3,9,127,181,78,0,0
36,3,9,127,182,82,0,0
36,3,9,126,181,82,0,0
36,3,9,126,183,82,0,0
36,3,9,127,182,117,0,0
14,3,9,126,183,88,0,0
36,3,9,126,181,82,0,0
36,3,9,126,184,82,0,0
13,3,9,127,182,67,0,0
36,3,9,126,182,83,0,0
36,3,9,126,181,82,0,0
13,3,9,127,180,83,0,0
14,3,9,127,184,85,0,0
36,3,9,126,181,81,0,0
36,3,9,127,181,83,0,0
13,3,9,126,184,64,0,0
13,3,9,126,182,94,0,0
14,3,9,127,10,109,0,0
13,3,9,127,8,104,0,0
36,3,9,127,10,76,0,0
13,3,9,127,183,85,0,0
37,3,9,127,88,59,0,0
36,3,9,127,88,57,0,0
13,3,9,126,183,54,0,0
13,3,9,126,183,84,0,0
13,3,9,126,181,59,0,0
12,3,9,127,182,83,0,0
13,3,9,127,180,83,0,0
13,3,9,126,179,82,0,0
14,3,9,127,180,85,0,0
36,3,9,127,180,54,0,0
12,3,9,127,183,113,0,0
13,3,9,126,182,54,0,0
14,3,9,126,183,84,0,0
13,3,9,127,181,83,0,0
13,3,9,127,181,83,0,0
14,3,9,126,181,83,0,0
13,3,9,126,181,84,0,0
36,3,9,126,86,84,0,0
13,3,9,127,23,97,0,0
13,3,9,126,87,83,0,0
12,3,9,127,26,66,0,0
12,3,9,126,29,82,0,0
13,3,9,127,47,65,0,0
14,3,9,126,221,58,0,0
14,3,10,126,30,82,0,0
13,3,9,127,72,82,0,0
36,3,9,126,184,54,0,0
14,3,9,127,121,60,0,0
13,3,9,127,130,82,0,0
13,3,9,126,171,83,0,0
14,3,9,126,181,59,0,0
12,3,9,126,184,84,0,0
13,3,9,127,181,54,0,0
13,3,9,127,182,83,0,0
36,3,9,126,120,85,0,0
13,3,9,126,99,85,0,0
13,3,9,127,88,54,0,0
13,3,9,126,143,53,0,0
13,3,9,127,163,83,0,0
12,3,9,127,181,84,0,0
36,3,9,127,182,83,0,0
13,3,9,126,182,83,0,0
12,3,9,127,182,84,0,0
13,3,9,126,181,60,0,0
12,3,9,126,181,58,0,0
37,3,9,126,183,84,0,0
13,3,9,126,181,58,0,0
12,3,9,127,181,59,0,0
12,3,9,127,181,59,0,0
12,3,9,127,181,55,0,0
13,3,9,126,181,58,0,0
13,3,9,126,181,59,0,0
13,3,9,127,181,58,0,0
13,3,9,126,184,58,0,0
13,3,9,127,182,58,0,0
13,3,9,127,114,54,0,0
13,3,9,127,97,83,0,0
12,3,9,127,92,88,0,0
